1,0.86,0.03,0.08,0.903,0.725,0.574,-0.1,-0.203,-0.031,-0.124137931,0.33,0.225,0.813
0,1,0.23,0.42,0.633,0.598,0.392,0.461,0.303,0.628,0.494758621,0.42,0.225,0.616
0,0.14,0.26,0.42,0.616,0.605,0.365,0.453,0.294,0.586,0.53537931,0.53,0.188,0.587
0,0.29,0.29,0.42,0.587,0.624,0.379,0.469,0.308,0.633,0.551275862,0.02,0.212,0.624
0,0.43,0.32,0.42,0.624,0.638,0.391,0.442,0.314,0.6,0.56962069,0.65,0.288,0.638
0,0.57,0.36,0.42,0.638,0.627,0.391,0.506,0.367,0.65,0.560172414,0.76,0.212,0.636
1,0.71,0.39,0.42,0.636,0.611,0.382,0.481,0.389,0.606,0.595344828,0.87,0.275,0.63
0,0.86,0.42,0.42,0.63,0.596,0.384,0.5,0.336,0.667,0.596344828,0.58,0.25,0.622
0,1,0.45,0.42,0.622,0.588,0.376,0.467,0.389,0.625,0.609448276,0.81,0.325,0.604
0,0.14,0.48,0.42,0.604,0.599,0.353,0.367,0.233,0.389,0.594310345,0.95,0.3,0.591
0,0.29,0.52,0.42,0.591,0.643,0.38,0.308,0.206,0.453,0.523241379,0.77,0.212,0.652
0,0.43,0.55,0.42,0.652,0.649,0.407,0.356,0.169,0.517,0.449068966,0.34,0.162,0.65
0,0.57,0.58,0.42,0.65,0.647,0.396,0.414,0.283,0.556,0.442724138,0.58,0.15,0.64
0,0.71,0.61,0.42,0.64,0.62,0.392,0.514,0.367,0.656,0.476517241,0.78,0.225,0.627
0,0.86,0.65,0.42,0.627,0.605,0.386,0.453,0.397,0.522,0.558172414,0.86,0.15,0.63
0,1,0.68,0.42,0.63,0.583,0.379,0.525,0.339,0.703,0.561862069,0.45,0.238,0.6
0,0.14,0.71,0.42,0.6,0.567,0.351,0.556,0.339,0.736,0.611137931,0.09,0.188,0.557
0,0.29,0.74,0.42,0.557,0.603,0.34,0.65,0.464,0.806,0.65437931,0.25,0.3,0.597
0,0.43,0.77,0.42,0.597,0.587,0.358,0.481,0.425,0.597,0.73537931,0.76,0.375,0.599
0,0.57,0.81,0.42,0.599,0.593,0.362,0.458,0.347,0.608,0.665310345,0.8,0.275,0.61
0,0.71,0.84,0.42,0.61,0.608,0.361,0.531,0.378,0.7,0.617241379,0.36,0.188,0.607
0,0.86,0.87,0.42,0.607,0.597,0.361,0.606,0.403,0.778,0.638034483,0.26,0.15,0.606
0,1,0.9,0.42,0.606,0.573,0.356,0.672,0.494,0.836,0.695896552,0.03,0.262,0.582
0,0.14,0.94,0.42,0.582,0.573,0.335,0.7,0.567,0.864,0.76562069,0.51,0.238,0.555
0,0.29,0.97,0.42,0.555,0.589,0.346,0.683,0.564,0.806,0.821689655,0.38,0.175,0.597
0,0.43,1,0.42,0.597,0.597,0.355,0.642,0.503,0.778,0.839482759,0.32,0.175,0.594
0,0.57,0.03,0.5,0.594,0.568,0.352,0.564,0.433,0.728,0.820241379,0.76,0.25,0.589
0,0.71,0.07,0.5,0.589,0.577,0.349,0.522,0.392,0.681,0.759275862,0.72,0.212,0.584
0,0.86,0.1,0.5,0.584,0.545,0.348,0.533,0.383,0.683,0.700793103,0.69,0.175,0.575
0,1,0.13,0.5,0.575,0.543,0.345,0.558,0.45,0.675,0.678103448,0.6,0.175,0.56
0,0.14,0.16,0.5,0.56,0.544,0.324,0.575,0.436,0.744,0.683103448,0.51,0.188,0.542
0,0.29,0.19,0.5,0.542,0.579,0.333,0.522,0.453,0.647,0.697103448,0.74,0.212,0.581
0,0.43,0.23,0.5,0.581,0.588,0.354,0.533,0.439,0.653,0.671862069,0.48,0.212,0.588
0,0.57,0.26,0.5,0.588,0.601,0.347,0.522,0.325,0.675,0.667172414,0.1,0.162,0.594
1,0.71,0.29,0.5,0.594,0.573,0.354,0.589,0.425,0.742,0.657517241,0.26,0.238,0.584
0,0.86,0.32,0.5,0.584,0.579,0.361,0.592,0.461,0.714,0.694896552,0.76,0.175,0.594
0,1,0.36,0.5,0.594,0.559,0.354,0.597,0.497,0.756,0.715,0.68,0.212,0.58
0,0.14,0.39,0.5,0.58,0.54,0.334,0.55,0.486,0.706,0.729689655,0.9,0.188,0.552
0,0.29,0.42,0.5,0.552,0.578,0.343,0.519,0.444,0.631,0.706551724,0.89,0.188,0.587
0,0.43,0.45,0.5,0.587,0.593,0.351,0.575,0.439,0.731,0.675655172,0.66,0.238,0.595
0,0.57,0.48,0.5,0.595,0.605,0.36,0.611,0.472,0.783,0.694448276,0.35,0.15,0.601
0,0.71,0.52,0.5,0.601,0.604,0.366,0.714,0.511,0.844,0.726931034,0.47,0.412,0.612
0,0.86,0.55,0.5,0.612,0.633,0.375,0.822,0.731,1,0.808896552,0.48,0.45,0.651
1,1,0.58,0.5,0.651,0.591,0.384,0.661,0.569,0.8,0.920241379,0.54,0.225,0.612
1,0.14,0.61,0.5,0.612,0.529,0.359,0.594,0.492,0.756,0.873310345,0.65,0.212,0.56
0,0.29,0.65,0.5,0.56,0.598,0.355,0.606,0.447,0.819,0.806,0.64,0.162,0.607
0,0.43,0.68,0.5,0.607,0.605,0.378,0.614,0.561,0.686,0.778758621,0.87,0.175,0.623
0,0.57,0.71,0.5,0.623,0.654,0.382,0.731,0.583,0.878,0.768413793,0.54,0.162,0.656
0,0.71,0.74,0.5,0.656,0.653,0.391,0.786,0.644,0.933,0.835827586,0.32,0.2,0.68
0,0.86,0.77,0.5,0.68,0.639,0.399,0.786,0.636,0.925,0.908344828,0.1,0.35,0.68
0,1,0.81,0.5,0.68,0.606,0.396,0.753,0.628,0.889,0.945931034,0.08,0.462,0.646
0,0.14,0.84,0.5,0.646,0.59,0.382,0.753,0.639,0.867,0.943172414,0.25,0.312,0.614
0,0.29,0.87,0.5,0.614,0.613,0.387,0.644,0.472,0.839,0.941586207,0.66,0.275,0.641
0,0.43,0.9,0.5,0.641,0.582,0.381,0.517,0.472,0.572,0.869068966,0.85,0.262,0.604
0,0.57,0.94,0.5,0.604,0.607,0.384,0.628,0.458,0.781,0.749827586,0.12,0.15,0.627
0,0.71,0.97,0.5,0.627,0.621,0.385,0.683,0.514,0.836,0.761413793,0.25,0.175,0.639
0,0.86,0.03,0.58,0.639,0.62,0.386,0.728,0.567,0.872,0.803448276,0.32,0.125,0.646
0,1,0.07,0.58,0.646,0.609,0.392,0.739,0.586,0.883,0.852931034,0.06,0.15,0.638
0,0.14,0.1,0.58,0.638,0.581,0.372,0.689,0.603,0.797,0.887,0.34,0.25,0.597
0,0.29,0.13,0.58,0.597,0.603,0.376,0.625,0.528,0.744,0.874517241,0.24,0.225,0.619
0,0.43,0.16,0.58,0.619,0.6,0.378,0.65,0.472,0.792,0.825137931,0.16,0.175,0.624
0,0.57,0.19,0.58,0.624,0.612,0.379,0.658,0.531,0.806,0.815344828,0.53,0.25,0.631
1,0.71,0.23,0.58,0.631,0.581,0.384,0.608,0.503,0.717,0.814896552,0.23,0.2,0.61
0,0.86,0.26,0.58,0.61,0.594,0.377,0.619,0.428,0.769,0.782413793,0.24,0.188,0.616
0,1,0.29,0.58,0.616,0.582,0.37,0.7,0.511,0.853,0.774310345,0.29,0.2,0.601
0,0.14,0.32,0.58,0.601,0.568,0.35,0.7,0.531,0.847,0.823137931,0.07,0.188,0.572
0,0.29,0.36,0.58,0.572,0.614,0.365,0.744,0.553,0.886,0.847068966,0,0.225,0.631
1,0.43,0.39,0.58,0.631,0.612,0.385,0.806,0.614,0.983,0.887310345,0.01,0.388,0.641
0,0.57,0.42,0.58,0.641,0.644,0.389,0.833,0.703,0.986,0.94762069,0.02,0.362,0.67
0,0.71,0.45,0.58,0.67,0.593,0.391,0.656,0.533,0.853,0.995344828,0.56,0.288,0.63
0,0.86,0.48,0.58,0.63,0.545,0.371,0.5,0.439,0.619,0.903655172,0.84,0.25,0.594
0,1,0.52,0.58,0.594,0.534,0.348,0.45,0.403,0.564,0.758172414,0.8,0.312,0.561
0,0.14,0.55,0.58,0.561,0.517,0.332,0.442,0.394,0.525,0.652517241,0.99,0.312,0.537
0,0.29,0.58,0.58,0.537,0.578,0.344,0.597,0.467,0.736,0.593103448,0.57,0.238,0.583
0,0.43,0.61,0.58,0.583,0.572,0.358,0.592,0.5,0.7,0.662517241,0.48,0.212,0.591
0,0.57,0.65,0.58,0.591,0.584,0.356,0.628,0.478,0.767,0.697206897,0.38,0.2,0.594
0,0.71,0.68,0.58,0.594,0.58,0.367,0.661,0.506,0.806,0.740827586,0.31,0.175,0.6
0,0.86,0.71,0.58,0.6,0.606,0.374,0.717,0.544,0.889,0.785,0.01,0.2,0.625
0,1,0.74,0.58,0.625,0.596,0.379,0.761,0.603,0.908,0.842827586,0.01,0.175,0.617
0,0.14,0.77,0.58,0.617,0.585,0.366,0.778,0.611,0.911,0.897103448,0.16,0.175,0.6
0,0.29,0.81,0.58,0.6,0.608,0.383,0.692,0.6,0.883,0.935034483,0.52,0.25,0.634
0,0.43,0.84,0.58,0.634,0.577,0.375,0.625,0.55,0.736,0.898103448,0.8,0.15,0.604
0,0.57,0.87,0.58,0.604,0.616,0.378,0.703,0.547,0.867,0.836275862,0.26,0.175,0.63
0,0.71,0.9,0.58,0.63,0.588,0.391,0.711,0.608,0.906,0.854068966,0.52,0.262,0.634
0,0.86,0.94,0.58,0.634,0.602,0.38,0.672,0.556,0.822,0.867413793,0.59,0.15,0.619
1,1,0.97,0.58,0.619,0.57,0.371,0.725,0.586,0.883,0.848827586,0.18,0.15,0.6
0,0.14,1,0.58,0.6,0.58,0.36,0.775,0.572,0.933,0.875068966,0.01,0.212,0.593
0,0.29,0.03,0.67,0.593,0.573,0.368,0.672,0.539,0.828,0.921586207,0.4,0.288,0.612
1,0.43,0.07,0.67,0.612,0.547,0.359,0.592,0.489,0.722,0.877413793,0.79,0.225,0.577
0,0.57,0.1,0.67,0.577,0.586,0.362,0.644,0.489,0.792,0.803551724,0.26,0.2,0.595
0,0.71,0.13,0.67,0.595,0.588,0.364,0.703,0.514,0.861,0.801206897,0.03,0.2,0.606
0,0.86,0.16,0.67,0.606,0.605,0.372,0.775,0.606,0.944,0.83637931,0.01,0.425,0.632
0,1,0.19,0.67,0.632,0.547,0.374,0.592,0.553,0.706,0.899206897,0.74,0.275,0.582
0,0.14,0.23,0.67,0.582,0.538,0.344,0.581,0.517,0.708,0.815241379,0.57,0.275,0.552
0,0.29,0.26,0.67,0.552,0.571,0.361,0.572,0.444,0.733,0.767758621,0.51,0.188,0.587
0,0.43,0.29,0.67,0.587,0.58,0.365,0.669,0.531,0.817,0.737586207,0.44,0.2,0.601
0,0.57,0.32,0.67,0.601,0.582,0.37,0.683,0.483,0.889,0.783655172,0.44,0.188,0.612
0,0.71,0.36,0.67,0.612,0.563,0.367,0.411,0.392,0.442,0.814137931,0.98,0.25,0.59
0,0.86,0.39,0.67,0.59,0.567,0.359,0.486,0.372,0.636,0.65862069,0.48,0.225,0.584
0,1,0.42,0.67,0.584,0.553,0.361,0.503,0.319,0.675,0.629137931,0.1,0.15,0.568
0,0.14,0.45,0.67,0.568,0.543,0.34,0.561,0.369,0.742,0.625241379,0.06,0.162,0.547
0,0.29,0.48,0.67,0.547,0.582,0.346,0.631,0.422,0.811,0.658724138,0,0.138,0.586
0,0.43,0.52,0.67,0.586,0.593,0.364,0.661,0.5,0.831,0.719689655,0.38,0.162,0.606
0,0.57,0.55,0.67,0.606,0.592,0.373,0.617,0.519,0.847,0.775206897,0.45,0.2,0.608
0,0.71,0.58,0.67,0.608,0.593,0.379,0.619,0.511,0.761,0.772965517,0.67,0.188,0.601
1,0.86,0.61,0.67,0.601,0.563,0.364,0.644,0.492,0.853,0.773310345,0.45,0.188,0.589
0,1,0.65,0.67,0.589,0.584,0.369,0.639,0.508,0.8,0.788310345,0.36,0.15,0.592
0,0.14,0.68,0.67,0.592,0.577,0.365,0.725,0.558,0.9,0.790862069,0.27,0.25,0.575
0,0.29,0.71,0.67,0.575,0.574,0.358,0.497,0.442,0.633,0.846724138,0.92,0.288,0.591
0,0.43,0.74,0.67,0.591,0.58,0.365,0.481,0.442,0.528,0.729586207,1,0.188,0.602
0,0.57,0.77,0.67,0.602,0.598,0.37,0.608,0.489,0.75,0.660275862,0.62,0.2,0.604
0,0.71,0.81,0.67,0.604,0.601,0.375,0.614,0.45,0.783,0.707,0.09,0.15,0.604
0,0.86,0.84,0.67,0.604,0.602,0.366,0.636,0.481,0.808,0.734034483,0.14,0.15,0.604
0,1,0.87,0.67,0.604,0.58,0.357,0.661,0.489,0.817,0.760068966,0.08,0.175,0.585
1,0.14,0.9,0.67,0.585,0.536,0.343,0.669,0.475,0.85,0.793655172,0,0.188,0.545
0,0.29,0.94,0.67,0.545,0.61,0.348,0.675,0.497,0.878,0.816137931,0,0.15,0.605
0,0.43,0.97,0.67,0.605,0.613,0.368,0.653,0.508,0.819,0.82837931,0.33,0.262,0.616
0,0.57,1,0.67,0.616,0.626,0.38,0.642,0.486,0.806,0.820137931,0.06,0.2,0.626
0,0.71,0.03,0.75,0.626,0.609,0.372,0.656,0.467,0.806,0.808448276,0.25,0.188,0.614
0,0.86,0.07,0.75,0.614,0.597,0.374,0.642,0.506,0.806,0.811,0.25,0.15,0.607
0,1,0.1,0.75,0.607,0.572,0.363,0.633,0.458,0.833,0.803241379,0.1,0.175,0.583
0,0.14,0.13,0.75,0.583,0.566,0.355,0.647,0.456,0.85,0.793896552,0.17,0.162,0.559
0,0.29,0.16,0.75,0.559,0.589,0.355,0.508,0.414,0.631,0.798551724,0.78,0.225,0.599
0,0.43,0.19,0.75,0.599,0.594,0.358,0.464,0.383,0.542,0.712137931,0.98,0.188,0.603
0,0.57,0.23,0.75,0.603,0.6,0.369,0.583,0.475,0.703,0.640172414,0.85,0.275,0.607
0,0.71,0.26,0.75,0.607,0.6,0.36,0.653,0.539,0.803,0.680965517,0.37,0.325,0.603
0,0.86,0.29,0.75,0.603,0.604,0.365,0.661,0.494,0.836,0.746034483,0.56,0.212,0.609
0,1,0.32,0.75,0.609,0.574,0.373,0.622,0.514,0.733,0.783655172,0.78,0.162,0.59
1,0.14,0.36,0.75,0.59,0.567,0.353,0.689,0.594,0.831,0.780310345,0.64,0.262,0.562
0,0.29,0.39,0.75,0.562,0.616,0.357,0.683,0.522,0.864,0.822241379,0.25,0.175,0.615
